year,title,artist,rank,top_10
2019,Going Bad,Meek MillFeaturingDrake,18,0
2019,Shallow,Lady Gaga&Bradley Cooper,19,0
2019,Better,Khalid,20,0
2019,No Guidance,Chris BrownFeaturingDrake,21,0
2019,Girls Like You,Maroon 5FeaturingCardi B,22,0
2019,Sweet But Psycho,Ava Max,23,0
2019,Suge,DaBaby,24,0
2019,Middle Child,J. Cole,25,0
2019,Drip Too Hard,Lil Baby&Gunna,26,0
2019,Someone You Loved,Lewis Capaldi,27,0
2019,Ran$om,Lil Tecca,28,0
2019,If I Can't Have You,Shawn Mendes,29,0
2019,Goodbyes,Post MaloneFeaturingYoung Thug,30,0
2019,ZEZE,Kodak BlackFeaturingTravis Scott&Offset,31,0
2019,Better Now,Post Malone,32,0
2019,Youngblood,5 Seconds of Summer,33,0
2019,Money In The Grave,DrakeFeaturingRick Ross,34,0
2019,Speechless,Dan + Shay,35,0
2019,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,36,0
2019,Please Me,Cardi B&Bruno Mars,37,0
2019,Money,Cardi B,38,0
2019,You Need To Calm Down,Taylor Swift,39,0
2019,Panini,Lil Nas X,40,0
2019,Look Back At It,A Boogie wit da Hoodie,41,0
2019,A Lot,21 Savage,42,0
2019,ME!,Taylor SwiftFeaturingBrendon Urie,43,0
2019,MIA,Bad BunnyFeaturingDrake,44,0
2019,Pop Out,Polo GFeaturingLil Tjay,45,0
2019,Beautiful Crazy,Luke Combs,46,0
2019,Thotiana,Blueface,47,0
2019,Lucid Dreams,Juice WRLD,48,0
2019,Mo Bamba,Sheck Wes,49,0
2019,Beautiful People,Ed SheeranFeaturingKhalid,50,0
2019,Wake Up In The Sky,Gucci ManeXBruno MarsXKodak Black,51,0
2019,Whiskey Glasses,Morgan Wallen,52,0
2019,God's Country,Blake Shelton,53,0
2019,Be Alright,Dean Lewis,54,0
2019,Pure Water,Mustard&Migos,55,0
2019,The Git Up,Blanco Brown,56,0
2019,Taki Taki,"DJ SnakeFeaturingSelena Gomez,Ozuna&Cardi B",57,0
2019,Close To Me,Ellie GouldingXDiploFeaturingSwae Lee,58,0
2019,Envy Me,Calboy,59,0
2019,You Say,Lauren Daigle,60,0
2019,"Hey Look Ma, I Made It",Panic! At The Disco,61,0
2019,Circles,Post Malone,62,0
2019,Beer Never Broke My Heart,Luke Combs,63,0
2019,The London,"Young Thug,J. Cole&Travis Scott",64,0
2019,Con Calma,Daddy Yankee&Katy PerryFeaturingSnow,65,0
2019,Murder On My Mind,YNW Melly,66,0
2019,When The Party's Over,Billie Eilish,67,0
2019,Act Up,City Girls,68,0
2019,I Like It,"Cardi B,Bad Bunny&J Balvin",69,0
2019,Trampoline,SHAED,70,0
2019,Leave Me Alone,Flipp Dinero,71,0
2019,Breathin,Ariana Grande,72,0
2019,Bury A Friend,Billie Eilish,73,0
2019,Close Friends,Lil Baby,74,0
2019,Baby Shark,Pinkfong,75,0
2019,My Type,Saweetie,76,0
2019,Worth It,YK Osiris,77,0
2019,Only Human,Jonas Brothers,78,0
2019,Knockin' Boots,Luke Bryan,79,0
2019,Trip,Ella Mai,80,0
2019,Rumor,Lee Brice,81,0
2019,Swervin,A Boogie wit da HoodieFeaturing6ix9ine,82,0
2019,How Do You Sleep?,Sam Smith,83,0
2019,Baby,Lil Baby&DaBaby,84,0
2019,Look What God Gave Her,Thomas Rhett,85,0
2019,Good As You,Kane Brown,86,0
2019,Clout,OffsetFeaturingCardi B,87,0
2019,Love Lies,Khalid&Normani,88,0
2019,One Thing Right,Marshmello&Kane Brown,89,0
2019,Cash Shit,Megan Thee StallionFeaturingDaBaby,90,0
2019,Tequila,Dan + Shay,91,0
2019,Shotta Flow,NLE Choppa,92,0
2019,Hot Girl Summer,"Megan Thee Stallion,Nicki Minaj&Ty Dolla $ign",93,0
2019,Talk You Out Of It,Florida Georgia Line,94,0
2019,Beautiful,Bazzi FeaturingCamila Cabello,95,0
2019,Eyes On You,Chase Rice,96,0
2019,All To Myself,Dan + Shay,97,0
2019,Boyfriend,Ariana Grande& Social House,98,0
2019,Walk Me Home,P!nk,99,0
2019,Robbery,Juice WRLD,100,0
2020,Blinding Lights,The Weeknd,1,1
2020,Circles,Post Malone,2,1
2020,The Box,Roddy Ricch,3,1
2020,Don't Start Now,Dua Lipa,4,1
2020,Rockstar,DaBabyFeaturingRoddy Ricch,5,1
2020,Adore You,Harry Styles,6,1
2020,Life Is Good,FutureFeaturingDrake,7,1
2020,Memories,Maroon 5,8,1
2020,The Bones,Maren Morris,9,1
2020,Someone You Loved,Lewis Capaldi,10,1
2020,Say So,Doja Cat,11,0
2020,I Hope,Gabby BarrettFeaturing Charlie Puth,12,0
2020,Whats Poppin,"Jack HarlowFeaturingDaBaby,Tory Lanez&Lil Wayne",13,0
2020,Dance Monkey,Tones And I,14,0
2020,Savage,Megan Thee StallionFeaturing Beyonce,15,0
2020,Roxanne,Arizona Zervas,16,0
2020,Intentions,Justin BieberFeaturingQuavo,17,0
2020,Everything I Wanted,Billie Eilish,18,0
2020,Roses,Saint Jhn,19,0
2020,Watermelon Sugar,Harry Styles,20,0
2020,Before You Go,Lewis Capaldi,21,0
2020,Falling,Trevor Daniel,22,0
2020,"10,000 Hours",Dan + Shay&Justin Bieber,23,0
2020,WAP,Cardi BFeaturingMegan Thee Stallion,24,0
2020,Ballin',Mustard&Roddy Ricch,25,0
2020,Hot Girl Bummer,Blackbear,26,0
2020,Blueberry Faygo,Lil Mosey,27,0
2020,Heartless,The Weeknd,28,0
2020,BOP,DaBaby,29,0
2020,Lose You To Love Me,Selena Gomez,30,0
2020,Good As Hell,Lizzo,31,0
2020,Toosie Slide,Drake,32,0
2020,Break My Heart,Dua Lipa,33,0
2020,Chasin' You,Morgan Wallen,34,0
2020,Savage Love (Laxed - Siren Beat),Jawsh 685 xJason Derulo,35,0
2020,No Guidance,Chris BrownFeaturingDrake,36,0
2020,My Oh My,Camila CabelloFeaturingDaBaby,37,0
2020,Dynamite,BTS,38,0
2020,Go Crazy,Chris Brown&Young Thug,39,0
2020,High Fashion,Roddy RicchFeaturingMustard,40,0
2020,Laugh Now Cry Later,DrakeFeaturingLil Durk,41,0
2020,Woah,Lil Baby,42,0
2020,Death Bed,Powfu Featuringbeabadoobee,43,0
2020,Senorita,Shawn Mendes&Camila Cabello,44,0
2020,HIGHEST IN THE ROOM,Travis Scott,45,0
2020,Bad Guy,Billie Eilish,46,0
2020,Mood,24kGoldnFeaturingiann dior,47,0
2020,Rain On Me,Lady Gaga&Ariana Grande,48,0
2020,For The Night,Pop SmokeFeaturingLil Baby&DaBaby,49,0
2020,RITMO (Bad Boys For Life),Black Eyed Peas XJ Balvin,50,0
2020,Heart On Ice,Rod Wave,51,0
2020,Nobody But You,Blake SheltonDuet WithGwen Stefani,52,0
2020,Trampoline,SHAED,53,0
2020,Come & Go,Juice WRLDxMarshmello,54,0
2020,Truth Hurts,Lizzo,55,0
2020,If The World Was Ending,JP SaxeFeaturingJulia Michaels,56,0
2020,We Paid,Lil Baby&42 Dugg,57,0
2020,Yummy,Justin Bieber,58,0
2020,One Man Band,Old Dominion,59,0
2020,Got What I Got,Jason Aldean,60,0
2020,Sunday Best,Surfaces,61,0
2020,Godzilla,EminemFeaturingJuice WRLD,62,0
2020,Bandit,Juice WRLD&YoungBoy Never Broke Again,63,0
2020,Party Girl,StaySolidRocky,64,0
2020,Die From A Broken Heart,Maddie & Tae,65,0
2020,Popstar,DJ KhaledFeaturingDrake,66,0
2020,All I Want For Christmas Is You,Mariah Carey,67,0
2020,One Of Them Girls,Lee Brice,68,0
2020,Hard To Forget,Sam Hunt,69,0
2020,One Margarita,Luke Bryan,70,0
2020,Panini,Lil Nas X,71,0
2020,Hot,Young ThugFeaturingGunna,72,0
2020,I Hope You're Happy Now,Carly Pearce&Lee Brice,73,0
2020,Emotionally Scarred,Lil Baby,74,0
2020,Suicidal,YNW Melly&Juice WRLD,75,0
2020,The Bigger Picture,Lil Baby,76,0
2020,Only Human,Jonas Brothers,77,0
2020,The Woo,Pop SmokeFeaturing50 Cent&Roddy Ricch,78,0
2020,Sum 2 Prove,Lil Baby,79,0
2020,Stuck With U,Ariana Grande&Justin Bieber,80,0
2020,Mood Swings,Pop SmokeFeaturingLil Tjay,81,0
2020,You Should Be Sad,Halsey,82,0
2020,Dior,Pop Smoke,83,0
2020,Supalonely,BENEE FeaturingGus Dapperton,84,0
2020,Even Though I'm Leaving,Luke Combs,85,0
2020,The Scotts,"THE SCOTTS,Travis Scott&Kid Cudi",86,0
2020,Juicy,Doja Cat&Tyga,87,0
2020,Be Like That,Kane BrownWithSwae Lee&Khalid,88,0
2020,Homesick,Kane Brown,89,0
2020,Rags2Riches,Rod WaveFeaturing ATR Son Son,90,0
2020,Bluebird,Miranda Lambert,91,0
2020,Wishing Well,Juice WRLD,92,0
2020,Does To Me,Luke CombsFeaturingEric Church,93,0
2020,P*$$y Fairy (OTW),Jhene Aiko,94,0
2020,ily,Surf Mesa Featuring Emilee,95,0
2020,More Than My Hometown,Morgan Wallen,96,0
2020,Lovin' On You,Luke Combs,97,0
2020,Said Sum,Moneybagg Yo,98,0
2020,Slide,H.E.R. FeaturingYG,99,0
2020,Walk Em Down,NLE Choppa FeaturingRoddy Ricch,100,0
2021,Levitating,Dua Lipa,1,1
2021,Save Your Tears,The Weeknd& Ariana Grande,2,1
2021,Blinding Lights,The Weeknd,3,1
2021,Mood,24kGoldnFeaturingiann dior,4,1
2021,Good 4 U,Olivia Rodrigo,5,1
2021,Kiss Me More,Doja CatFeaturingSZA,6,1
2021,Leave The Door Open,Silk Sonic(Bruno Mars&Anderson .Paak),7,1
2021,Drivers License,Olivia Rodrigo,8,1
2021,Montero (Call Me By Your Name),Lil Nas X,9,1
2021,Peaches,Justin BieberFeaturingDaniel Caesar& Giveon,10,1
2021,Butter,BTS,11,0
2021,Stay,The Kid Laroi&Justin Bieber,12,0
2021,Deja Vu,Olivia Rodrigo,13,0
2021,Positions,Ariana Grande,14,0
2021,Bad Habits,Ed Sheeran,15,0
2021,Heat Waves,Glass Animals,16,0
2021,Without You,The Kid Laroi,17,0
2021,Forever After All,Luke Combs,18,0
2021,Go Crazy,Chris Brown&Young Thug,19,0
2021,Astronaut In The Ocean,Masked Wolf,20,0
2021,34+35,Ariana GrandeFeat. Doja Cat & Megan Thee Stallion,21,0
2021,What You Know Bout Love,Pop Smoke,22,0
2021,My Ex's Best Friend,Machine Gun Kelly XBlackbear,23,0
2021,Industry Baby,Lil Nas X&Jack Harlow,24,0
2021,Therefore I Am,Billie Eilish,25,0
2021,Up,Cardi B,26,0
2021,Fancy Like,Walker Hayes,27,0
2021,Dakiti,Bad Bunny& Jhay Cortez,28,0
2021,Best Friend,Saweetie FeaturingDoja Cat,29,0
2021,Rapstar,Polo G,30,0
2021,Heartbreak Anniversary,Giveon,31,0
2021,For The Night,Pop SmokeFeaturingLil Baby&DaBaby,32,0
2021,Calling My Phone,Lil TjayFeaturing6LACK,33,0
2021,Beautiful Mistakes,Maroon 5FeaturingMegan Thee Stallion,34,0
2021,Holy,Justin BieberFeaturingChance the Rapper,35,0
2021,On Me,Lil Baby,36,0
2021,You Broke Me First.,Tate McRae,37,0
2021,Traitor,Olivia Rodrigo,38,0
2021,Back In Blood,Pooh Shiesty FeaturingLil Durk,39,0
2021,I Hope,Gabby BarrettFeaturing Charlie Puth,40,0
2021,Dynamite,BTS,41,0
2021,Wockesha,Moneybagg Yo,42,0
2021,You Right,Doja Cat&The Weeknd,43,0
2021,Beat Box,SpotemGottem Featuring Pooh Shiesty OrDaBaby,44,0
2021,Laugh Now Cry Later,DrakeFeaturingLil Durk,45,0
2021,Need To Know,Doja Cat,46,0
2021,Wants And Needs,DrakeFeaturingLil Baby,47,0
2021,Way 2 Sexy,DrakeFeaturingFuture&Young Thug,48,0
2021,Telepatia,Kali Uchis,49,0
2021,Whoopty,CJ,50,0
2021,Lemonade,Internet Money&GunnaFeaturingDon Toliver&Nav,51,0
2021,Good Days,SZA,52,0
2021,Starting Over,Chris Stapleton,53,0
2021,Body,Megan Thee Stallion,54,0
2021,Willow,Taylor Swift,55,0
2021,Bang!,AJR,56,0
2021,Better Together,Luke Combs,57,0
2021,You're Mines Still,Yung Bleu FeaturingDrake,58,0
2021,Every Chance I Get,DJ KhaledFeaturingLil Baby&Lil Durk,59,0
2021,Essence,WizkidFeaturingJustin Bieber&Tems,60,0
2021,Chasing After You,Ryan HurdWithMaren Morris,61,0
2021,The Good Ones,Gabby Barrett,62,0
2021,Leave Before You Love Me,MarshmelloXJonas Brothers,63,0
2021,Glad You Exist,Dan + Shay,64,0
2021,Lonely,Justin Bieber&Benny Blanco,65,0
2021,Beggin',Maneskin,66,0
2021,Streets,Doja Cat,67,0
2021,What's Next,Drake,68,0
2021,Famous Friends,Chris Young+Kane Brown,69,0
2021,Lil Bit,Nelly&Florida Georgia Line,70,0
2021,Thot Shit,Megan Thee Stallion,71,0
2021,Late At Night,Roddy Ricch,72,0
2021,Kings & Queens,Ava Max,73,0
2021,Anyone,Justin Bieber,74,0
2021,Track Star,Mooski,75,0
2021,Time Today,Moneybagg Yo,76,0
2021,Cry Baby,Megan Thee StallionFeaturingDaBaby,77,0
2021,All I Want For Christmas Is You,Mariah Carey,78,0
2021,No More Parties,Coi LerayFeaturingLil Durk,79,0
2021,What's Your Country Song,Thomas Rhett,80,0
2021,One Too Many,Keith UrbanDuet With P!nk,81,0
2021,Arcade,Duncan Laurence,82,0
2021,Yonaguni,Bad Bunny,83,0
2021,Good Time,Niko Moon,84,0
2021,If I Didn't Love You,Jason Aldean&Carrie Underwood,85,0
2021,Knife Talk,DrakeFeaturing21 Savage&Project Pat,86,0
2021,pov,Ariana Grande,87,0
2021,Just The Way,ParmaleexBlanco Brown,88,0
2021,Take My Breath,The Weeknd,89,0
2021,We're Good,Dua Lipa,90,0
2021,Hell Of A View,Eric Church,91,0
2021,Rockin' Around The Christmas Tree,Brenda Lee,92,0
2021,Put Your Records On,Ritt Momney,93,0
2021,Happier Than Ever,Billie Eilish,94,0
2021,Single Saturday Night,Cole Swindell,95,0
2021,Things A Man Oughta Know,Lainey Wilson,96,0
2021,Throat Baby (Go Baby),BRS Kash,97,0
2021,Tombstone,Rod Wave,98,0
2021,Drinkin' Beer. Talkin' God. Amen.,Chase RiceFeaturingFlorida Georgia Line,99,0
2021,Todo de Ti,Rauw Alejandro,100,0
2022,Heat Waves,Glass Animals,1,1
2022,As It Was,Harry Styles,2,1
2022,Stay,The Kid Laroi&Justin Bieber,3,1
2022,Easy On Me,Adele,4,1
2022,Shivers,Ed Sheeran,5,1
2022,First Class,Jack Harlow,6,1
2022,Big Energy,Latto,7,1
2022,Ghost,Justin Bieber,8,1
2022,Super Gremlin,Kodak Black,9,1
2022,Cold Heart (PNAU Remix),Elton John&Dua Lipa,10,1
2022,Wait For U,FutureFeaturingDrake&Tems,11,0
2022,About Damn Time,Lizzo,12,0
2022,Bad Habits,Ed Sheeran,13,0
2022,Thats What I Want,Lil Nas X,14,0
2022,Enemy,Imagine DragonsX JID,15,0
2022,Industry Baby,Lil Nas X&Jack Harlow,16,0
2022,abcdefu,GAYLE,17,0
2022,Need To Know,Doja Cat,18,0
2022,Wasted On You,Morgan Wallen,19,0
2022,Me Porto Bonito,Bad Bunny& Chencho Corleone,20,0
2022,Woman,Doja Cat,21,0
2022,Titi Me Pregunto,Bad Bunny,22,0
2022,Running Up That Hill (A Deal With God),Kate Bush,23,0
2022,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo,Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",24,0
2022,Late Night Talking,Harry Styles,25,0
2022,I Like You (A Happier Song),Post MaloneFeaturingDoja Cat,26,0
2022,You Proof,Morgan Wallen,27,0
2022,Bad Habit,Steve Lacy,28,0
2022,Sunroof,Nicky Youre & dazy,29,0
2022,One Right Now,Post Malone&The Weeknd,30,0
2022,Good 4 U,Olivia Rodrigo,31,0
2022,Numb Little Bug,Em Beihold,32,0
2022,Jimmy Cooks,DrakeFeaturing21 Savage,33,0
2022,'Til You Can't,Cody Johnson,34,0
2022,Fancy Like,Walker Hayes,35,0
2022,The Kind Of Love We Make,Luke Combs,36,0
2022,I Ain't Worried,OneRepublic,37,0
2022,Break My Soul,Beyonce,38,0
2022,Something In The Orange,Zach Bryan,39,0
2022,Save Your Tears,The Weeknd& Ariana Grande,40,0
2022,Smokin Out The Window,Silk Sonic(Bruno Mars&Anderson .Paak),41,0
2022,Levitating,Dua Lipa,42,0
2022,In A Minute,Lil Baby,43,0
2022,Moscow Mule,Bad Bunny,44,0
2022,You Right,Doja Cat&The Weeknd,45,0
2022,She Had Me At Heads Carolina,Cole Swindell,46,0
2022,Vegas,Doja Cat,47,0
2022,Pushin P,Gunna&FutureFeaturingYoung Thug,48,0
2022,Buy Dirt,Jordan DavisFeaturingLuke Bryan,49,0
2022,I Hate U,SZA,50,0
2022,Boyfriend,Dove Cameron,51,0
2022,Glimpse Of Us,Joji,52,0
2022,Surface Pressure,Jessica Darrow,53,0
2022,Fall In Love,Bailey Zimmerman,54,0
2022,Love Nwantiti (Ah Ah Ah),CKay,55,0
2022,Super Freaky Girl,Nicki Minaj,56,0
2022,Hrs And Hrs,Muni Long,57,0
2022,Sand In My Boots,Morgan Wallen,58,0
2022,MAMIII,Becky GXKarol G,59,0
2022,Knife Talk,DrakeFeaturing21 Savage&Project Pat,60,0
2022,AA,Walker Hayes,61,0
2022,Sweetest Pie,Megan Thee Stallion&Dua Lipa,62,0
2022,Provenza,Karol G,63,0
2022,Essence,WizkidFeaturingJustin Bieber&Tems,64,0
2022,All I Want For Christmas Is You,Mariah Carey,65,0
2022,Bam Bam,Camila CabelloFeaturingEd Sheeran,66,0
2022,5 Foot 9,Tyler Hubbard,67,0
2022,Get Into It (Yuh),Doja Cat,68,0
2022,Efecto,Bad Bunny,69,0
2022,Rock And A Hard Place,Bailey Zimmerman,70,0
2022,Doin' This,Luke Combs,71,0
2022,Oh My God,Adele,72,0
2022,Better Days,NEIKED X Mae Muller XPolo G,73,0
2022,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,74,0
2022,Fingers Crossed,Lauren Spencer Smith,75,0
2022,All Too Well (Taylor's Version),Taylor Swift,76,0
2022,Party,Bad Bunny&Rauw Alejandro,77,0
2022,Despues de La Playa,Bad Bunny,78,0
2022,You Should Probably Leave,Chris Stapleton,79,0
2022,Rockin' Around The Christmas Tree,Brenda Lee,80,0
2022,Broadway Girls,Lil DurkFeaturingMorgan Wallen,81,0
2022,Take My Name,Parmalee,82,0
2022,What Happened To Virgil,Lil DurkFeaturingGunna,83,0
2022,Puffin On Zootiez,Future,84,0
2022,Like I Love Country Music,Kane Brown,85,0
2022,Jingle Bell Rock,Bobby Helms,86,0
2022,Ojitos Lindos,Bad Bunny& Bomba Estereo,87,0
2022,Trouble With A Heartbreak,Jason Aldean,88,0
2022,A Holly Jolly Christmas,Burl Ives,89,0
2022,Kiss Me More,Doja CatFeaturingSZA,90,0
2022,She Likes It,Russell Dickerson& Jake Scott,91,0
2022,Never Say Never,Cole Swindell/Lainey Wilson,92,0
2022,Damn Strait,Scotty McCreery,93,0
2022,She's All I Wanna Be,Tate McRae,94,0
2022,Last Night Lonely,Jon Pardi,95,0
2022,Flower Shops,ERNESTFeaturingMorgan Wallen,96,0
2022,To The Moon!,JNR CHOI & Sam Tompkins,97,0
2022,Unholy,Sam Smith&Kim Petras,98,0
2022,One Mississippi,Kane Brown,99,0
2022,Circles Around This Town,Maren Morris,100,0
2023,Last Night,Morgan Wallen,1,1
2023,Flowers,Miley Cyrus,2,1
2023,Kill Bill,SZA,3,1
2023,Anti-Hero,Taylor Swift,4,1
2023,Creepin',"Metro Boomin,The Weeknd&21 Savage",5,1
2023,Calm Down,Rema&Selena Gomez,6,1
2023,Die For You,The Weeknd&Ariana Grande,7,1
2023,Fast Car,Luke Combs,8,1
2023,Snooze,SZA,9,1
2023,I'm Good (Blue),David Guetta&Bebe Rexha,10,1
2023,Unholy,Sam Smith&Kim Petras,11,0
2023,You Proof,Morgan Wallen,12,0
2023,Something In The Orange,Zach Bryan,13,0
2023,Rich Flex,Drake&21 Savage,14,0
2023,As It Was,Harry Styles,15,0
2023,Rock And A Hard Place,Bailey Zimmerman,16,0
2023,Under The Influence,Chris Brown,17,0
2023,Cruel Summer,Taylor Swift,18,0
2023,Thinkin' Bout Me,Morgan Wallen,19,0
2023,"Boy's A Liar, Pt. 2",PinkPantheress&Ice Spice,20,0
2023,Favorite Song,Toosii,21,0
2023,Thought You Should Know,Morgan Wallen,22,0
2023,Thank God,Kane BrownWith Katelyn Brown,23,0
2023,Sure Thing,Miguel,24,0
2023,All My Life,Lil DurkFeaturingJ. Cole,25,0
2023,Ella Baila Sola,Eslabon ArmadoXPeso Pluma,26,0
2023,Karma,Taylor SwiftFeaturing Ice Spice,27,0
2023,Just Wanna Rock,Lil Uzi Vert,28,0
2023,Cuff It,Beyonce,29,0
2023,Vampire,Olivia Rodrigo,30,0
2023,Fukumean,Gunna,31,0
2023,Lavender Haze,Taylor Swift,32,0
2023,Players,Coi Leray,33,0
2023,Need A Favor,Jelly Roll,34,0
2023,Dance The Night,Dua Lipa,35,0
2023,Love You Anyway,Luke Combs,36,0
2023,One Thing At A Time,Morgan Wallen,37,0
2023,Superhero (Heroes & Villains),"Metro Boomin,Future&Chris Brown",38,0
2023,Bad Habit,Steve Lacy,39,0
2023,La Bebe,Yng Lvcas xPeso Pluma,40,0
2023,Golden Hour,JVKE,41,0
2023,Religiously,Bailey Zimmerman,42,0
2023,Spin Bout U,Drake&21 Savage,43,0
2023,Cupid,Fifty Fifty,44,0
2023,Search & Rescue,Drake,45,0
2023,Barbie World,Nicki Minaj&Ice SpiceWithAqua,46,0
2023,Next Thing You Know,Jordan Davis,47,0
2023,Escapism,RAYEFeaturing070 Shake,48,0
2023,Un x100to,Grupo FronteraXBad Bunny,49,0
2023,Until I Found You,Stephen Sanchez,50,0
2023,Shirt,SZA,51,0
2023,Paint The Town Red,Doja Cat,52,0
2023,Made You Look,Meghan Trainor,53,0
2023,Wait In The Truck,HARDYFeaturingLainey Wilson,54,0
2023,All I Want For Christmas Is You,Mariah Carey,55,0
2023,Everything I Love,Morgan Wallen,56,0
2023,Chemical,Post Malone,57,0
2023,Heart Like A Truck,Lainey Wilson,58,0
2023,"Going, Going, Gone",Luke Combs,59,0
2023,Rockin' Around The Christmas Tree,Brenda Lee,60,0
2023,Dancin' In The Country,Tyler Hubbard,61,0
2023,Daylight,David Kushner,62,0
2023,Lift Me Up,Rihanna,63,0
2023,Eyes Closed,Ed Sheeran,64,0
2023,TQG,Karol GxShakira,65,0
2023,Try That In A Small Town,Jason Aldean,66,0
2023,Tennessee Orange,Megan Moroney,67,0
2023,Jingle Bell Rock,Bobby Helms,68,0
2023,Princess Diana,Ice Spice&Nicki Minaj,69,0
2023,Tomorrow 2,GloRilla&Cardi B,70,0
2023,A Holly Jolly Christmas,Burl Ives,71,0
2023,Where She Goes,Bad Bunny,72,0
2023,Bebe Dame,Fuerza RegidaXGrupo Frontera,73,0
2023,I Remember Everything,Zach BryanFeaturingKacey Musgraves,74,0
2023,I Like You (A Happier Song),Post MaloneFeaturingDoja Cat,75,0
2023,What It Is (Block Boy),DoechiiFeaturingKodak Black,76,0
2023,Nobody Gets Me,SZA,77,0
2023,Rich Men North Of Richmond,Oliver Anthony Music,78,0
2023,Super Freaky Girl,Nicki Minaj,79,0
2023,Dial Drunk,Noah KahanWithPost Malone,80,0
2023,What Was I Made For?,Billie Eilish,81,0
2023,Seven,Jung KookFeaturingLatto,82,0
2023,Wait For U,FutureFeaturingDrake&Tems,83,0
2023,Last Christmas,Wham!,84,0
2023,Handle On You,Parker McCollum,85,0
2023,Por Las Noches,Peso Pluma,86,0
2023,Memory Lane,Old Dominion,87,0
2023,Area Codes,Kaliii,88,0
2023,Bury Me In Georgia,Kane Brown,89,0
2023,PRC,Peso PlumaXNatanael Cano,90,0
2023,What My World Spins Around,Jordan Davis,91,0
2023,Ain't That Some,Morgan Wallen,92,0
2023,Wild As Her,Corey Kent,93,0
2023,Peaches & Eggplants,Young Nudy Featuring21 Savage,94,0
2023,I Wrote The Book,Morgan Wallen,95,0
2023,"Bzrp Music Sessions, Vol. 53",Bizarrap&Shakira,96,0
2023,Meltdown,Travis ScottFeaturingDrake,97,0
2023,Put It On Da Floor Again,LattoFeaturingCardi B,98,0
2023,Bloody Mary,Lady Gaga,99,0
2023,Watermelon Moonshine,Lainey Wilson,100,0
